user_id,age,gender,occupation,zipcode,registration_date,customer_segment
601,19,F,artist,99687,2023-11-20,Premium
602,47,F,other,34656,2024-12-20,Premium
603,21,M,programmer,47905,2024-05-12,Premium
604,39,M,educator,11787,2025-12-14,Silver
605,33,M,engineer,33716,2022-05-12,Gold
606,28,M,programmer,63044,2024-10-10,Standard
607,49,F,healthcare,02154,2026-03-09,Standard
608,22,M,other,10003,2022-05-25,Premium
609,13,F,student,55106,2021-11-18,Gold
610,22,M,student,21227,2022-04-03,Premium
611,46,M,librarian,77008,2022-12-11,Gold
612,36,M,educator,79070,2024-01-17,Gold
613,37,F,marketing,29678,2021-09-05,Standard
614,54,M,educator,80227,2024-11-06,Gold
615,38,M,educator,27705,2023-09-18,Premium
616,55,M,scientist,50613,2026-04-04,Standard
617,27,F,writer,11201,2025-11-03,Silver
618,15,F,student,44212,2023-04-08,Gold
619,17,M,student,44134,2024-04-26,Silver
620,18,F,writer,81648,2024-12-08,Gold
621,17,M,student,60402,2023-11-26,Silver
622,25,M,programmer,14850,2022-02-26,Standard
623,50,F,educator,60187,2021-10-30,Premium
624,19,M,student,30067,2022-12-16,Standard
625,27,M,programmer,20723,2024-06-14,Standard
626,23,M,scientist,19807,2024-08-18,Standard
627,24,M,engineer,08034,2023-10-26,Silver
628,13,M,none,94306,2022-12-19,Gold
629,46,F,other,44224,2025-09-29,Gold
630,26,F,healthcare,55408,2023-09-18,Gold
631,18,F,student,38866,2024-11-27,Premium
632,18,M,student,55454,2024-04-13,Standard
633,35,M,programmer,55414,2025-05-11,Gold
634,39,M,engineer,T8H1N,2025-08-09,Silver
635,22,M,other,23237,2021-11-22,Standard
636,47,M,educator,48043,2022-07-11,Premium
637,30,M,other,74101,2023-06-15,Silver
638,45,M,engineer,01940,2025-05-11,Standard
639,42,F,librarian,12065,2023-12-21,Silver
640,20,M,student,61801,2024-12-31,Standard
641,24,M,student,60626,2026-06-01,Standard
642,18,F,student,95521,2022-12-21,Silver
643,39,M,scientist,55122,2022-09-02,Silver
644,51,M,retired,63645,2024-12-05,Premium
645,27,M,programmer,53211,2026-02-09,Gold
646,17,F,student,51250,2023-09-08,Gold
647,40,M,educator,45810,2022-10-29,Silver
648,43,M,engineer,91351,2025-07-28,Gold
649,20,M,student,39762,2026-02-22,Gold
650,42,M,engineer,83814,2022-05-05,Silver
651,65,M,retired,02903,2024-06-07,Premium
652,35,M,other,22911,2026-05-21,Gold
653,31,M,executive,55105,2026-01-01,Silver
654,27,F,student,78739,2025-06-07,Premium
655,50,F,healthcare,60657,2024-03-14,Standard
656,48,M,educator,10314,2024-08-18,Premium
657,26,F,none,78704,2026-04-01,Gold
658,33,M,programmer,92626,2025-08-07,Gold
659,31,M,educator,54248,2024-01-09,Gold
660,26,M,student,77380,2022-11-02,Premium
661,28,M,programmer,98121,2022-09-28,Silver
662,55,M,librarian,19102,2025-08-11,Gold
663,26,M,other,19341,2023-07-04,Standard
664,30,M,engineer,94115,2024-05-04,Premium
665,25,M,administrator,55412,2026-06-10,Silver
666,44,M,administrator,61820,2024-06-30,Silver
667,35,M,librarian,01970,2024-02-12,Gold
668,29,F,writer,10016,2023-12-05,Standard
669,37,M,other,20009,2024-11-17,Premium
670,30,M,technician,21114,2023-08-22,Standard
671,21,M,programmer,91919,2023-03-02,Standard
672,54,F,administrator,90095,2025-03-04,Silver
673,51,M,educator,22906,2022-08-06,Silver
674,13,F,student,55337,2021-12-26,Standard
675,34,M,other,28814,2025-02-10,Silver
676,30,M,programmer,32712,2025-03-04,Premium
677,20,M,other,99835,2025-06-18,Premium
678,50,M,educator,61462,2023-01-16,Gold
679,20,F,student,54302,2026-05-14,Silver
680,33,M,lawyer,90405,2023-05-26,Premium
681,44,F,marketing,97208,2025-03-26,Standard
682,23,M,programmer,55128,2021-08-15,Gold
683,42,M,librarian,23509,2025-01-04,Silver
684,28,M,student,55414,2026-04-18,Standard
685,32,F,librarian,55409,2022-06-27,Gold
686,32,M,educator,26506,2024-09-29,Gold
687,31,F,healthcare,27713,2024-02-21,Silver
688,37,F,administrator,60476,2025-11-18,Standard
689,25,M,other,45439,2025-11-24,Standard
690,35,M,salesman,63304,2025-10-26,Gold
691,34,M,educator,60089,2023-07-14,Standard
692,34,M,engineer,18053,2026-06-20,Standard
693,43,F,healthcare,85210,2026-06-11,Premium
694,60,M,programmer,06365,2024-01-23,Premium
695,26,M,writer,38115,2022-05-03,Gold
696,55,M,other,94920,2023-03-03,Premium
697,25,M,other,77042,2023-03-02,Premium
698,28,F,programmer,06906,2023-01-22,Silver
699,44,M,other,96754,2022-04-11,Silver
700,17,M,student,76309,2021-10-17,Gold
701,51,F,librarian,56321,2025-03-31,Premium
702,37,M,other,89104,2023-05-25,Premium
703,26,M,educator,49512,2024-01-12,Silver
704,51,F,librarian,91105,2026-05-08,Silver
705,21,F,student,54494,2022-09-04,Premium
706,23,M,student,55454,2021-11-27,Gold
707,56,F,librarian,19146,2022-03-16,Silver
708,26,F,homemaker,96349,2022-02-07,Premium
709,21,M,other,N4T1A,2023-12-04,Standard
710,19,M,student,92020,2025-04-07,Silver
711,22,F,student,15203,2023-06-23,Gold
712,22,F,student,54901,2025-05-21,Premium
713,42,F,other,07204,2026-06-27,Silver
714,26,M,engineer,55343,2023-07-09,Gold
715,21,M,technician,91206,2021-08-26,Gold
716,36,F,administrator,44265,2023-01-20,Silver
717,24,M,technician,84105,2024-04-13,Standard
718,42,M,technician,64118,2026-04-28,Silver
719,37,F,other,V0R2H,2026-02-12,Premium
720,49,F,administrator,16506,2022-03-07,Standard
721,24,F,entertainment,11238,2026-01-01,Gold
722,50,F,homemaker,17331,2023-06-09,Premium
723,26,M,executive,94403,2024-12-31,Gold
724,31,M,executive,40243,2025-04-22,Standard
725,21,M,student,91711,2026-01-25,Premium
726,25,F,administrator,80538,2024-09-03,Silver
727,25,M,student,78741,2022-06-24,Premium
728,58,M,executive,94306,2021-09-09,Gold
729,19,M,student,56567,2025-06-05,Silver
730,31,F,scientist,32114,2023-12-17,Gold
731,41,F,educator,70403,2023-05-13,Premium
732,28,F,other,98405,2022-11-09,Gold
733,44,F,other,60630,2024-10-08,Premium
734,25,F,other,63108,2021-10-01,Silver
735,29,F,healthcare,85719,2021-08-09,Gold
736,48,F,writer,94618,2025-02-02,Premium
737,30,M,programmer,98072,2024-11-14,Premium
738,35,M,technician,95403,2022-12-13,Premium
739,35,M,technician,73162,2025-07-10,Standard
740,25,F,educator,22206,2023-04-15,Gold
741,25,M,writer,63108,2022-06-22,Gold
742,35,M,student,29210,2023-12-04,Standard
743,31,M,programmer,92660,2022-10-31,Gold
744,35,M,marketing,47024,2025-11-13,Gold
745,42,M,writer,55113,2025-09-25,Standard
746,25,M,engineer,19047,2023-04-19,Gold
747,19,M,other,93612,2023-10-10,Standard
748,28,M,administrator,94720,2024-07-22,Premium
749,33,M,other,80919,2022-10-11,Premium
750,28,M,administrator,32303,2026-02-13,Premium
751,24,F,other,90034,2022-02-03,Premium
752,60,M,retired,21201,2022-01-26,Silver
753,56,M,salesman,91206,2021-10-08,Silver
754,59,F,librarian,62901,2023-04-14,Silver
755,44,F,educator,97007,2023-04-27,Gold
756,30,F,none,90247,2024-10-30,Standard
757,26,M,student,55104,2024-10-04,Gold
758,27,M,student,53706,2023-09-27,Premium
759,20,F,student,68503,2022-03-22,Silver
760,35,F,other,14211,2021-12-29,Standard
761,17,M,student,97302,2024-05-31,Standard
762,32,M,administrator,95050,2022-06-21,Standard
763,27,M,scientist,02113,2023-09-29,Premium
764,27,F,educator,62903,2022-10-27,Silver
765,31,M,student,33066,2023-07-27,Premium
766,42,M,other,10960,2025-02-12,Standard
767,70,M,engineer,00000,2025-03-07,Gold
768,29,M,administrator,12866,2023-11-30,Silver
769,39,M,executive,06927,2023-05-12,Standard
770,28,M,student,14216,2023-06-30,Premium
771,26,M,student,15232,2024-07-21,Gold
772,50,M,writer,27105,2026-07-16,Silver
773,20,M,student,55414,2023-07-24,Premium
774,30,M,student,80027,2026-02-20,Silver
775,46,M,executive,90036,2026-07-06,Gold
776,30,M,librarian,51157,2023-08-02,Premium
777,63,M,programmer,01810,2024-06-27,Standard
778,34,M,student,01960,2023-04-19,Silver
779,31,M,student,K7L5J,2023-06-19,Silver
780,49,M,programmer,94560,2024-06-05,Standard
781,20,M,student,48825,2025-07-05,Premium
782,21,F,artist,33205,2025-02-01,Gold
783,30,M,marketing,77081,2021-09-09,Standard
784,47,M,administrator,91040,2026-02-03,Gold
785,32,M,engineer,23322,2025-07-09,Standard
786,36,F,engineer,01754,2024-09-08,Premium
787,18,F,student,98620,2024-11-23,Premium
788,51,M,administrator,05779,2022-07-19,Gold
789,29,M,other,55420,2023-05-16,Gold
790,27,M,technician,80913,2025-06-09,Premium
791,31,M,educator,20064,2024-02-21,Silver
792,40,M,programmer,12205,2022-09-22,Standard
793,22,M,student,85281,2022-03-27,Premium
794,32,M,educator,57197,2025-04-03,Standard
795,30,M,programmer,08610,2024-12-09,Standard
796,32,F,writer,33755,2025-02-22,Standard
797,44,F,other,62522,2025-06-27,Silver
798,40,F,writer,64131,2024-02-01,Silver
799,49,F,administrator,19716,2025-11-14,Gold
800,25,M,programmer,55337,2024-04-14,Standard
801,22,M,writer,92154,2023-04-13,Premium
802,35,M,administrator,34105,2021-11-13,Silver
803,70,M,administrator,78212,2023-12-19,Silver
804,39,M,educator,61820,2021-08-30,Silver
805,27,F,other,20009,2022-03-22,Gold
806,27,M,marketing,11217,2025-10-22,Silver
807,41,F,healthcare,93555,2023-03-20,Gold
808,45,M,salesman,90016,2023-08-27,Standard
809,50,F,marketing,30803,2021-11-15,Silver
810,55,F,other,80526,2022-07-22,Premium
811,40,F,educator,73013,2024-09-05,Premium
812,22,M,technician,76234,2025-03-24,Silver
813,14,F,student,02136,2023-09-26,Gold
814,30,M,other,12345,2023-07-12,Premium
815,32,M,other,28806,2025-03-09,Standard
816,34,M,other,20755,2022-08-08,Gold
817,19,M,student,60152,2022-11-19,Standard
818,28,M,librarian,27514,2026-06-19,Gold
819,59,M,administrator,40205,2026-04-18,Premium
820,22,M,student,37725,2021-08-21,Standard
821,37,M,engineer,77845,2026-07-19,Standard
822,29,F,librarian,53144,2024-01-11,Standard
823,27,M,artist,50322,2024-09-25,Premium
824,31,M,other,15017,2021-09-29,Standard
825,44,M,engineer,05452,2025-06-30,Standard
826,28,M,artist,77048,2025-12-23,Standard
827,23,F,engineer,80228,2025-12-10,Standard
828,28,M,librarian,85282,2022-12-20,Gold
829,48,M,writer,80209,2021-10-08,Premium
830,46,M,programmer,53066,2024-07-15,Standard
831,21,M,other,33765,2023-12-17,Standard
832,24,M,technician,77042,2023-07-04,Silver
833,34,M,writer,90019,2022-10-28,Premium
834,26,M,other,64153,2025-11-01,Gold
835,44,F,executive,11577,2021-11-08,Premium
836,44,M,artist,10018,2024-10-05,Standard
837,36,F,artist,55409,2024-04-09,Standard
838,23,M,student,01375,2024-04-24,Gold
839,38,F,entertainment,90814,2021-10-01,Standard
840,39,M,artist,55406,2021-11-09,Silver
841,45,M,doctor,47401,2025-01-08,Gold
842,40,M,writer,93055,2024-01-11,Gold
843,35,M,librarian,44212,2023-04-22,Silver
844,22,M,engineer,95662,2025-10-02,Silver
845,64,M,doctor,97405,2021-12-22,Silver
846,27,M,lawyer,47130,2025-03-02,Standard
847,29,M,student,55417,2024-12-30,Premium
848,46,M,engineer,02146,2024-08-17,Standard
849,15,F,student,25652,2021-10-08,Standard
850,34,M,technician,78390,2026-03-20,Standard
851,18,M,other,29646,2023-03-20,Premium
852,46,M,administrator,94086,2022-03-28,Premium
853,49,M,writer,40515,2026-02-03,Silver
854,29,F,student,55408,2025-03-19,Standard
855,53,M,librarian,04988,2025-04-23,Gold
856,43,F,marketing,97215,2021-10-16,Silver
857,35,F,administrator,V1G4L,2022-04-30,Standard
858,63,M,educator,09645,2024-04-01,Premium
859,18,F,other,06492,2025-03-14,Silver
860,70,F,retired,48322,2022-09-20,Standard
861,38,F,student,14085,2022-06-11,Standard
862,25,M,executive,13820,2026-03-20,Standard
863,17,M,student,60089,2025-07-21,Gold
864,27,M,programmer,63021,2022-03-11,Silver
865,25,M,artist,11231,2025-10-19,Gold
866,45,M,other,60302,2023-02-02,Gold
867,24,M,scientist,92507,2021-09-01,Standard
868,21,M,programmer,55303,2025-05-02,Gold
869,30,M,student,10025,2026-07-06,Premium
870,22,M,student,65203,2023-04-25,Silver
871,31,M,executive,44648,2023-01-17,Silver
872,19,F,student,74078,2024-08-04,Silver
873,48,F,administrator,33763,2024-08-18,Standard
874,36,M,scientist,37076,2023-03-19,Premium
875,24,F,student,35802,2025-12-23,Silver
876,41,M,other,20902,2025-10-21,Gold
877,30,M,other,77504,2023-01-13,Gold
878,50,F,educator,98027,2021-10-22,Premium
879,33,F,administrator,55337,2023-01-24,Silver
880,13,M,student,83702,2025-09-09,Gold
881,39,M,marketing,43017,2022-02-06,Standard
882,35,M,engineer,40503,2022-10-08,Standard
883,49,M,librarian,50266,2023-05-21,Gold
884,44,M,engineer,55337,2025-05-06,Gold
885,30,F,other,95316,2022-02-24,Standard
886,20,M,student,61820,2022-09-16,Premium
887,14,F,student,27249,2026-06-11,Silver
888,41,M,scientist,17036,2022-04-18,Standard
889,24,M,technician,78704,2025-08-16,Silver
890,32,M,student,97301,2023-12-22,Premium
891,51,F,administrator,03062,2023-01-23,Silver
892,36,M,other,45243,2022-09-27,Gold
893,25,M,student,95823,2022-09-29,Premium
894,47,M,educator,74075,2022-03-21,Standard
895,31,F,librarian,32301,2022-12-09,Silver
896,28,M,writer,91505,2025-04-06,Silver
897,30,M,other,33484,2024-05-17,Standard
898,23,M,homemaker,61755,2025-06-21,Gold
899,32,M,other,55116,2022-10-25,Gold
900,60,M,retired,18505,2023-05-19,Premium
901,38,M,executive,L1V3W,2024-02-22,Standard
902,45,F,artist,97203,2025-06-03,Premium
903,28,M,educator,20850,2025-12-18,Premium
904,17,F,student,61073,2024-03-18,Silver
905,27,M,other,30350,2024-09-28,Gold
906,45,M,librarian,70124,2024-04-01,Premium
907,25,F,other,80526,2024-02-12,Silver
908,44,F,librarian,68504,2024-02-10,Silver
909,50,F,educator,53171,2025-10-24,Standard
910,28,M,healthcare,29301,2026-07-15,Premium
911,37,F,writer,53210,2024-05-22,Gold
912,51,M,other,06512,2026-03-11,Silver
913,27,M,student,76201,2024-05-09,Standard
914,44,F,other,08105,2022-06-28,Premium
915,50,M,entertainment,60614,2023-04-12,Standard
916,27,M,engineer,N2L5N,2026-06-27,Premium
917,22,F,student,20006,2022-04-11,Standard
918,40,M,scientist,70116,2021-11-22,Silver
919,25,M,other,14216,2025-03-24,Premium
920,30,F,artist,90008,2022-07-08,Premium
921,20,F,student,98801,2024-05-19,Gold
922,29,F,administrator,21114,2024-11-14,Standard
923,21,M,student,E2E3R,2023-08-18,Gold
924,29,M,other,11753,2023-11-12,Premium
925,18,F,salesman,49036,2025-05-17,Gold
926,49,M,entertainment,01701,2021-11-04,Standard
927,23,M,programmer,55428,2024-01-01,Premium
928,21,M,student,55408,2026-07-02,Gold
929,44,M,scientist,53711,2024-05-24,Standard
930,28,F,scientist,07310,2022-05-03,Premium
931,60,M,educator,33556,2021-09-19,Standard
932,58,M,educator,06437,2023-07-09,Gold
933,28,M,student,48105,2026-03-24,Gold
934,61,M,engineer,22902,2026-03-31,Silver
935,42,M,doctor,66221,2023-03-15,Standard
936,24,M,other,32789,2021-07-21,Gold
937,48,M,educator,98072,2024-04-03,Standard
938,38,F,technician,55038,2022-11-25,Silver
939,26,F,student,33319,2022-08-29,Gold
940,32,M,administrator,02215,2024-03-31,Gold
941,20,M,student,97229,2021-12-22,Gold
942,48,F,librarian,78209,2022-07-20,Silver
943,22,M,student,77841,2025-12-05,Gold
